Season,Agency,Date,Time,Station ID,Depth(m),Temperature(C),Conductivity (S/m),pH,Oxygen (mg/L),Transmissivity (%),Salinity (psu),Density (å-theta),Time (s),Descent rate (m/s),SBE DO sat (mg/L),SBE Beam C,Chl-a (ug/L),CDOM (ug/L),Ammonia-N (ug/L),Total Colif. (MPN),Fecal Colif. (MPN),E. coli (MPN),Enterococci (MPN),Void
Winter,OCSD,2/5/2008,738,1904,25,13.12,3.944,8.12,7.85,84.51,33.433,25.155,50.5,0.85,8.53,0.673,3.61,1.28,,,,,,99
Winter,OCSD,2/5/2008,738,1904,26,13.07,3.94,8.11,7.73,84.97,33.444,25.175,51.9,0.65,8.54,0.652,2.9,1.27,,,,,,99
Winter,OCSD,2/5/2008,738,1904,27,12.99,3.934,8.09,7.58,85.91,33.454,25.199,53.3,0.79,8.55,0.608,2.37,1.28,,,,,,99
Winter,OCSD,2/5/2008,738,1904,28,12.88,3.925,8.08,7.47,86.57,33.461,25.225,54.6,0.77,8.57,0.577,2.1,1.29,,,,,,99
Winter,OCSD,2/5/2008,738,1904,29,12.69,3.908,8.07,7.35,87.17,33.474,25.273,55.9,0.72,8.61,0.549,1.62,1.28,,,,,,99
Winter,OCSD,2/5/2008,738,1904,30,12.34,3.878,8.05,7.15,87.74,33.488,25.35,57.5,0.62,8.67,0.523,1.2,1.28,,,,,,99
Winter,OCSD,2/5/2008,738,1904,31,12.13,3.86,8.02,6.79,88.09,33.501,25.401,59,0.7,8.7,0.507,0.85,1.28,,,,,,99
Winter,OCSD,2/5/2008,738,1904,32,12.1,3.857,7.99,6.5,88.34,33.504,25.409,60.3,0.93,8.71,0.496,0.78,1.29,,,,,,99
Winter,OCSD,2/5/2008,738,1904,33,12.09,3.857,7.98,6.3,88.47,33.515,25.42,61.6,0.64,8.71,0.49,0.79,1.3,,,,,,99
Winter,OCSD,2/5/2008,738,1904,34,12.04,3.855,7.97,6.16,88.53,33.536,25.445,63.3,0.6,8.72,0.487,0.84,1.3,,,,,,99
Winter,OCSD,2/5/2008,738,1904,35,11.98,3.851,7.96,6.05,88.55,33.549,25.466,64.7,0.91,8.73,0.487,0.9,1.3,,,,,,99
Winter,OCSD,2/5/2008,738,1904,36,11.92,3.846,7.95,5.94,88.48,33.554,25.482,65.8,0.81,8.74,0.49,0.91,1.3,,,,,,99
Winter,OCSD,2/5/2008,738,1904,37,11.81,3.836,7.95,5.84,88.46,33.556,25.504,67.1,0.79,8.76,0.491,0.88,1.3,,,,,,99
Winter,OCSD,2/5/2008,738,1904,38,11.72,3.827,7.94,5.75,88.46,33.552,25.519,68.3,0.84,8.78,0.491,0.81,1.3,,,,,,99
Winter,OCSD,2/5/2008,738,1904,39,11.62,3.818,7.94,5.69,88.57,33.553,25.538,69.6,0.7,8.8,0.485,0.72,1.31,,,,,,99
Winter,OCSD,2/5/2008,738,1904,40,11.58,3.814,7.93,5.61,88.46,33.553,25.545,71.9,0.58,8.81,0.491,0.64,1.35,,,,,,99
Winter,OCSD,2/5/2008,738,1904,41,11.51,3.808,7.93,5.58,88.59,33.557,25.56,73.3,0.73,8.82,0.485,0.6,1.36,,,,,,99
Winter,OCSD,2/5/2008,738,1904,42,11.41,3.8,7.93,5.56,88.63,33.565,25.585,74.6,0.88,8.84,0.483,0.54,1.35,,,,,,99
Winter,OCSD,2/5/2008,738,1904,43,11.36,3.797,7.92,5.54,88.55,33.576,25.602,75.6,1.06,8.84,0.487,0.51,1.36,,,,,,99
Winter,OCSD,2/5/2008,738,1904,44,11.32,3.794,7.92,5.5,88.57,33.585,25.616,76.6,1.02,8.85,0.486,0.51,1.36,,,,,,99
Winter,OCSD,2/5/2008,738,1904,45,11.29,3.792,7.91,5.42,88.67,33.59,25.625,77.9,0.61,8.86,0.481,0.49,1.38,,,,,,99
Winter,OCSD,2/5/2008,738,1904,46,11.27,3.79,7.91,5.33,88.74,33.594,25.633,79.7,0.54,8.86,0.478,0.46,1.39,,,,,,99
Winter,OCSD,2/5/2008,738,1904,47,11.22,3.786,7.91,5.29,88.67,33.604,25.65,81.3,0.76,8.87,0.481,0.44,1.39,,,,,,99
Winter,OCSD,2/5/2008,738,1904,48,11.2,3.785,7.9,5.25,88.71,33.61,25.658,82.5,0.9,8.87,0.479,0.44,1.38,,,,,,99
Winter,OCSD,2/5/2008,738,1904,49,11.19,3.785,7.9,5.21,88.7,33.615,25.663,83.7,0.82,8.88,0.479,0.44,1.37,,,,,,99
Winter,OCSD,2/5/2008,738,1904,50,11.19,3.785,7.9,5.15,88.69,33.616,25.666,85.2,0.58,8.88,0.48,0.41,1.41,,,,,,99
Winter,OCSD,2/5/2008,738,1904,51,11.17,3.784,7.89,5.11,88.71,33.62,25.671,86.8,0.66,8.88,0.479,0.38,1.44,,,,,,99
Winter,OCSD,2/5/2008,738,1904,52,11.16,3.784,7.89,5.08,88.68,33.634,25.683,88.3,0.77,8.88,0.48,0.35,1.42,,,,,,99
Winter,OCSD,2/5/2008,738,1904,53,11.13,3.783,7.89,5.05,88.65,33.652,25.704,89.4,0.96,8.89,0.482,0.3,1.41,,,,,,99
Winter,OCSD,2/5/2008,738,1904,54,11.07,3.777,7.88,4.99,88.47,33.646,25.71,90.5,0.92,8.9,0.49,0.28,1.4,,,,,,99
Winter,OCSD,2/5/2008,738,1904,55,11.03,3.773,7.88,4.92,88.48,33.641,25.714,91.8,0.66,8.91,0.489,0.28,1.4,,,,,,99
Winter,OCSD,2/5/2008,738,1904,56,10.96,3.767,7.88,4.9,88.68,33.64,25.724,93.4,0.6,8.92,0.481,0.3,1.4,,,,,,99
Winter,OCSD,2/5/2008,738,1904,57,10.93,3.765,7.88,4.91,88.7,33.647,25.736,95,0.7,8.92,0.48,0.29,1.41,,,,,,99
Winter,OCSD,2/5/2008,738,1904,58,10.9,3.762,7.88,4.93,88.73,33.65,25.744,96.3,0.85,8.93,0.478,0.29,1.44,,,,,,99
Winter,OCSD,2/5/2008,738,1904,59,10.87,3.76,7.88,4.92,88.65,33.652,25.75,97.5,0.8,8.93,0.482,0.28,1.46,,,,,,99
Winter,OCSD,2/5/2008,738,1904,60,10.8,3.755,7.88,4.92,88.69,33.665,25.772,98.7,0.82,8.95,0.48,0.27,1.47,,,,,,99
Winter,OCSD,2/5/2008,738,1904,61,10.78,3.755,7.88,4.89,88.7,33.683,25.79,100.1,0.67,8.95,0.479,0.23,1.5,,,,,,99
Winter,OCSD,2/5/2008,738,1904,62,10.81,3.759,7.87,4.82,88.78,33.702,25.799,101.5,0.76,8.94,0.476,0.21,1.55,,,,,,99
Winter,OCSD,2/5/2008,738,1904,63,10.85,3.764,7.86,4.72,88.73,33.72,25.807,102.9,0.77,8.94,0.478,0.19,1.57,,,,,,99
Winter,OCSD,2/5/2008,738,1904,64,10.87,3.77,7.85,4.6,88.7,33.754,25.829,104.2,0.73,8.93,0.48,0.18,1.58,,,,,,99
Winter,OCSD,2/5/2008,738,1904,65,10.82,3.766,7.84,4.39,88.68,33.767,25.849,105.7,0.64,8.94,0.481,0.17,1.54,,,,,,99
Winter,OCSD,2/5/2008,738,1904,66,10.67,3.752,7.83,4.21,88.64,33.759,25.869,107.1,0.78,8.97,0.482,0.16,1.55,,,,,,99
Winter,OCSD,2/5/2008,738,1904,67,10.64,3.75,7.83,4.16,88.74,33.762,25.876,108.6,0.59,8.97,0.478,0.15,1.51,,,,,,99
Winter,OCSD,2/5/2008,738,1904,68,10.61,3.747,7.83,4.18,88.76,33.771,25.89,110.1,0.86,8.98,0.477,0.15,1.49,,,,,,99
Winter,OCSD,2/5/2008,738,1904,69,10.5,3.738,7.83,4.19,88.73,33.772,25.908,111.1,1.22,9,0.478,0.14,1.5,,,,,,99
Winter,OCSD,2/5/2008,738,1904,70,10.34,3.721,7.83,4.2,88.62,33.748,25.917,111.9,1.13,9.03,0.483,0.14,1.52,,,,,,99
Winter,OCSD,2/5/2008,738,1904,71,10.38,3.726,7.84,4.27,88.77,33.762,25.921,113.6,0.56,9.02,0.476,0.13,1.5,,,,,,99
Winter,OCSD,2/5/2008,738,1904,72,10.33,3.723,7.85,4.38,88.81,33.78,25.944,115.5,0.82,9.03,0.474,0.12,1.54,,,,,,99
Winter,OCSD,2/5/2008,738,1904,73,10.3,3.72,7.84,4.34,88.78,33.773,25.944,116.9,0.63,9.04,0.476,0.12,1.6,,,,,,99
Winter,OCSD,2/5/2008,738,1904,74,10.4,3.732,7.84,4.33,88.78,33.806,25.953,118.4,0.69,9.02,0.476,0.13,1.62,,,,,,99
Winter,OCSD,2/5/2008,738,1904,75,10.45,3.739,7.83,4.28,88.79,33.832,25.964,119.7,0.81,9.01,0.475,0.12,1.62,,,,,,99
Winter,OCSD,2/5/2008,738,1904,76,10.44,3.739,7.82,4.17,88.72,33.831,25.965,120.6,0.47,9.01,0.479,0.12,1.61,,,,,,99
Winter,OCSD,2/5/2008,749,1905,1,13.13,3.912,8.16,8.29,74,33.138,24.925,18,0.64,8.54,1.204,4.46,1.83,,,,,,99
Winter,OCSD,2/5/2008,749,1905,2,13.13,3.912,8.16,8.29,73.88,33.138,24.925,19.3,0.59,8.54,1.211,4.99,1.41,,,,,,99
Winter,OCSD,2/5/2008,749,1905,3,13.33,3.942,8.16,8.27,73.91,33.234,24.958,20.8,0.85,8.5,1.209,5.79,1.11,,,,,,99
Winter,OCSD,2/5/2008,749,1905,4,13.42,3.963,8.16,8.27,74.35,33.362,25.04,22,0.78,8.48,1.186,6.24,1.05,,,,,,99
Winter,OCSD,2/5/2008,749,1905,5,13.43,3.972,8.15,8.22,77.33,33.429,25.089,23.4,0.69,8.47,1.029,6.16,1.05,,,,,,99
Winter,OCSD,2/5/2008,749,1905,6,13.42,3.972,8.15,8.15,81.81,33.437,25.098,24.8,0.73,8.48,0.803,5.58,1.05,,,,,,99
Winter,OCSD,2/5/2008,749,1905,7,13.42,3.972,8.15,8.1,83.68,33.436,25.098,26.2,0.71,8.48,0.712,5.17,1.04,,,,,,99
Winter,OCSD,2/5/2008,749,1905,8,13.41,3.971,8.15,8.08,84.1,33.436,25.099,27.7,0.63,8.48,0.693,5.14,1.04,,,,,,99
Winter,OCSD,2/5/2008,749,1905,9,13.41,3.971,8.15,8.08,84.2,33.435,25.099,29.2,0.72,8.48,0.688,5.28,1.06,,,,,,99
Winter,OCSD,2/5/2008,749,1905,10,13.41,3.97,8.15,8.08,84.24,33.435,25.1,30.4,0.97,8.48,0.686,5.19,1.05,,,,,,99
Winter,OCSD,2/5/2008,749,1905,11,13.41,3.97,8.15,8.08,84.24,33.435,25.099,31.9,0.58,8.48,0.686,5.18,1.06,,,,,,99
Winter,OCSD,2/5/2008,749,1905,12,13.4,3.97,8.15,8.09,84.29,33.435,25.101,33.5,0.95,8.48,0.684,5.23,1.03,,,,,,99
Winter,OCSD,2/5/2008,749,1905,13,13.4,3.97,8.15,8.08,84.24,33.436,25.101,34.4,1.05,8.48,0.686,5.22,1.04,,,,,,99
Winter,OCSD,2/5/2008,749,1905,14,13.4,3.97,8.15,8.08,84.4,33.436,25.101,35.8,0.56,8.48,0.679,5.15,1.06,,,,,,99
Winter,OCSD,2/5/2008,749,1905,15,13.4,3.97,8.14,8.08,84.5,33.436,25.102,37.5,0.69,8.48,0.674,5.19,1.08,,,,,,99
Winter,OCSD,2/5/2008,749,1905,16,13.4,3.97,8.14,8.07,84.52,33.437,25.102,38.8,0.84,8.48,0.673,5.07,1.06,,,,,,99
Winter,OCSD,2/5/2008,749,1905,17,13.4,3.97,8.15,8.06,84.61,33.436,25.103,40.2,0.66,8.48,0.668,5.02,1.06,,,,,,99
Winter,OCSD,2/5/2008,749,1905,18,13.4,3.97,8.15,8.06,84.65,33.437,25.103,41.6,0.85,8.48,0.667,4.95,1.08,,,,,,99
Winter,OCSD,2/5/2008,749,1905,19,13.39,3.97,8.15,8.06,84.65,33.437,25.104,42.8,0.84,8.48,0.667,4.89,1.1,,,,,,99
Winter,OCSD,2/5/2008,749,1905,20,13.39,3.969,8.14,8.05,84.84,33.436,25.105,44.2,0.64,8.48,0.658,4.76,1.11,,,,,,99
Winter,OCSD,2/5/2008,749,1905,21,13.38,3.969,8.14,8.04,84.9,33.436,25.105,45.7,0.7,8.48,0.655,4.81,1.11,,,,,,99
Winter,OCSD,2/5/2008,749,1905,22,13.37,3.968,8.14,8.04,84.85,33.435,25.107,47.1,0.67,8.48,0.657,4.76,1.11,,,,,,99
Winter,OCSD,2/5/2008,749,1905,23,13.36,3.967,8.14,8.03,84.91,33.435,25.109,48.5,0.81,8.49,0.654,4.61,1.12,,,,,,99
Winter,OCSD,2/5/2008,749,1905,24,13.32,3.963,8.14,8.02,85.17,33.436,25.117,49.9,0.7,8.49,0.642,4.31,1.13,,,,,,99
Winter,OCSD,2/5/2008,749,1905,25,13.31,3.962,8.14,7.99,85.45,33.44,25.124,51.3,0.75,8.5,0.629,3.83,1.12,,,,,,99
Winter,OCSD,2/5/2008,749,1905,26,13.29,3.961,8.13,7.92,85.93,33.442,25.129,52.6,0.7,8.5,0.607,3.39,1.11,,,,,,99
Winter,OCSD,2/5/2008,749,1905,27,13.27,3.959,8.13,7.87,86.26,33.443,25.134,54,0.79,8.5,0.591,3.13,1.13,,,,,,99
Winter,OCSD,2/5/2008,749,1905,28,13.24,3.957,8.13,7.83,86.53,33.447,25.144,55.1,1.09,8.51,0.579,2.92,1.15,,,,,,99
Winter,OCSD,2/5/2008,749,1905,29,13.18,3.952,8.12,7.81,86.73,33.45,25.157,56.1,0.97,8.52,0.57,2.83,1.15,,,,,,99
Winter,OCSD,2/5/2008,749,1905,30,13.13,3.947,8.12,7.7,86.94,33.452,25.17,57.9,0.45,8.53,0.56,2.52,1.2,,,,,,99
Winter,OCSD,2/5/2008,749,1905,31,13.01,3.937,8.11,7.59,87.12,33.459,25.198,59.8,0.7,8.55,0.551,2.16,1.2,,,,,,99
Winter,OCSD,2/5/2008,749,1905,32,12.89,3.927,8.09,7.45,87.35,33.47,25.231,61.2,0.71,8.57,0.541,1.77,1.2,,,,,,99
Winter,OCSD,2/5/2008,749,1905,33,12.63,3.906,8.08,7.31,87.69,33.502,25.305,62.5,0.87,8.61,0.525,1.45,1.21,,,,,,99
Winter,OCSD,2/5/2008,749,1905,34,12.31,3.879,8.06,7.17,87.93,33.534,25.393,63.5,1.09,8.67,0.514,1.22,1.23,,,,,,99
Winter,OCSD,2/5/2008,749,1905,35,12.17,3.867,8.02,6.86,88.28,33.537,25.422,64.7,0.72,8.7,0.499,1.02,1.24,,,,,,99
Winter,OCSD,2/5/2008,749,1905,36,12.07,3.858,7.99,6.43,88.45,33.54,25.443,66.2,0.7,8.71,0.491,0.93,1.26,,,,,,99
Winter,OCSD,2/5/2008,749,1905,37,12.01,3.854,7.97,6.16,88.5,33.547,25.46,67.5,0.82,8.72,0.489,0.87,1.26,,,,,,99
Winter,OCSD,2/5/2008,749,1905,38,11.93,3.846,7.96,5.99,88.52,33.551,25.478,68.9,0.63,8.74,0.488,0.83,1.28,,,,,,99
Winter,OCSD,2/5/2008,749,1905,39,11.88,3.842,7.95,5.82,88.54,33.555,25.49,70.7,0.56,8.75,0.487,0.8,1.3,,,,,,99
Winter,OCSD,2/5/2008,749,1905,40,11.78,3.834,7.95,5.74,88.52,33.569,25.52,72.2,0.78,8.77,0.488,0.77,1.29,,,,,,99
Winter,OCSD,2/5/2008,749,1905,41,11.62,3.821,7.94,5.7,88.52,33.583,25.561,73.3,1.06,8.8,0.488,0.7,1.3,,,,,,99
Winter,OCSD,2/5/2008,749,1905,42,11.51,3.812,7.93,5.62,88.56,33.589,25.585,74.3,0.95,8.82,0.486,0.65,1.31,,,,,,99
Winter,OCSD,2/5/2008,749,1905,43,11.48,3.809,7.92,5.46,88.6,33.589,25.591,75.9,0.52,8.82,0.484,0.6,1.3,,,,,,99
Winter,OCSD,2/5/2008,749,1905,44,11.42,3.804,7.92,5.36,88.61,33.595,25.607,77.6,0.75,8.83,0.483,0.58,1.3,,,,,,99
Winter,OCSD,2/5/2008,749,1905,45,11.36,3.799,7.91,5.32,88.64,33.601,25.623,78.7,0.95,8.84,0.482,0.56,1.32,,,,,,99
Winter,OCSD,2/5/2008,749,1905,46,11.33,3.797,7.91,5.28,88.63,33.603,25.629,79.9,0.83,8.85,0.483,0.54,1.32,,,,,,99
Winter,OCSD,2/5/2008,749,1905,47,11.32,3.796,7.91,5.22,88.67,33.607,25.635,81.4,0.58,8.85,0.481,0.5,1.31,,,,,,99
Winter,OCSD,2/5/2008,749,1905,48,11.29,3.793,7.9,5.18,88.7,33.612,25.644,83.1,0.65,8.86,0.48,0.5,1.32,,,,,,99
Winter,OCSD,2/5/2008,749,1905,49,11.26,3.792,7.9,5.15,88.68,33.616,25.652,84.4,0.98,8.86,0.48,0.48,1.35,,,,,,99
Winter,OCSD,2/5/2008,749,1905,50,11.25,3.79,7.9,5.14,88.68,33.618,25.657,85.3,1.02,8.86,0.48,0.48,1.34,,,,,,99
Winter,OCSD,2/5/2008,749,1905,51,11.22,3.789,7.9,5.11,88.68,33.621,25.662,86.5,0.79,8.87,0.481,0.46,1.35,,,,,,99
Winter,OCSD,2/5/2008,749,1905,52,11.19,3.787,7.89,5.08,88.69,33.626,25.672,87.8,0.77,8.87,0.48,0.46,1.35,,,,,,99
Winter,OCSD,2/5/2008,749,1905,53,11.16,3.784,7.89,5.04,88.71,33.63,25.68,89.3,0.5,8.88,0.479,0.44,1.34,,,,,,99
Winter,OCSD,2/5/2008,749,1905,54,11.05,3.775,7.89,5,88.73,33.644,25.711,92,0.83,8.9,0.478,0.42,1.33,,,,,,99
Winter,OCSD,2/5/2008,749,1905,55,11,3.771,7.89,4.99,88.7,33.647,25.723,92.9,1.37,8.91,0.48,0.37,1.34,,,,,,99
Winter,OCSD,2/5/2008,749,1905,56,10.98,3.769,7.88,4.97,88.73,33.646,25.726,93.6,1.3,8.91,0.478,0.35,1.32,,,,,,99
Winter,OCSD,2/5/2008,749,1905,57,10.95,3.766,7.88,4.94,88.75,33.645,25.731,94.6,1.01,8.92,0.477,0.33,1.32,,,,,,99
Winter,OCSD,2/5/2008,749,1905,58,10.9,3.761,7.88,4.93,88.78,33.64,25.736,95.6,0.97,8.93,0.476,0.31,1.31,,,,,,99
Winter,OCSD,2/5/2008,749,1905,59,10.88,3.76,7.88,4.94,88.8,33.639,25.737,96.8,0.77,8.93,0.475,0.29,1.32,,,,,,99
Winter,OCSD,2/5/2008,749,1905,60,10.88,3.759,7.88,4.97,88.81,33.639,25.738,98.2,0.56,8.93,0.475,0.28,1.32,,,,,,99
Winter,OCSD,2/5/2008,749,1905,61,10.86,3.758,7.88,5,88.88,33.647,25.748,100.9,0.61,8.94,0.472,0.28,1.35,,,,,,99
Winter,OCSD,2/5/2008,749,1905,62,10.82,3.756,7.88,5,88.85,33.66,25.765,102.3,0.81,8.94,0.473,0.26,1.37,,,,,,99
Winter,OCSD,2/5/2008,749,1905,63,10.79,3.754,7.88,4.97,88.83,33.669,25.778,103.5,0.96,8.95,0.474,0.25,1.36,,,,,,99
Winter,OCSD,2/5/2008,749,1905,64,10.74,3.749,7.87,4.93,88.84,33.669,25.787,104.4,1.09,8.96,0.473,0.24,1.35,,,,,,99
Winter,OCSD,2/5/2008,749,1905,65,10.73,3.748,7.87,4.89,88.83,33.668,25.789,105.4,0.93,8.96,0.474,0.22,1.37,,,,,,99
Winter,OCSD,2/5/2008,749,1905,66,10.72,3.747,7.87,4.87,88.88,33.67,25.791,106.6,0.76,8.96,0.472,0.22,1.38,,,,,,99
Winter,OCSD,2/5/2008,749,1905,67,10.72,3.748,7.87,4.85,88.9,33.677,25.796,108,0.73,8.96,0.471,0.2,1.41,,,,,,99
Winter,OCSD,2/5/2008,749,1905,68,10.74,3.752,7.87,4.83,88.88,33.688,25.801,109.5,0.64,8.96,0.472,0.19,1.41,,,,,,99
Winter,OCSD,2/5/2008,749,1905,69,10.76,3.757,7.87,4.76,88.92,33.715,25.818,111.2,0.57,8.95,0.47,0.18,1.35,,,,,,99
Winter,OCSD,2/5/2008,749,1905,70,10.61,3.743,7.86,4.67,88.88,33.722,25.85,112.6,0.97,8.98,0.471,0.17,1.34,,,,,,99
Winter,OCSD,2/5/2008,749,1905,71,10.44,3.727,7.85,4.59,88.86,33.709,25.87,113.6,0.87,9.02,0.472,0.16,1.35,,,,,,99
Winter,OCSD,2/5/2008,749,1905,72,10.42,3.725,7.86,4.6,88.92,33.709,25.873,115.1,0.61,9.02,0.47,0.15,1.37,,,,,,99
Winter,OCSD,2/5/2008,749,1905,73,10.39,3.723,7.86,4.68,88.95,33.722,25.889,116.7,0.64,9.03,0.468,0.15,1.36,,,,,,99
Winter,OCSD,2/5/2008,749,1905,74,10.35,3.721,7.86,4.7,88.94,33.744,25.914,118.2,0.69,9.03,0.469,0.15,1.37,,,,,,99
Winter,OCSD,2/5/2008,749,1905,75,10.29,3.716,7.86,4.64,88.94,33.742,25.922,119.7,0.59,9.04,0.469,0.15,1.37,,,,,,99
Winter,OCSD,2/5/2008,749,1905,76,10.26,3.713,7.86,4.6,88.9,33.746,25.93,121.2,0.46,9.05,0.471,0.15,1.37,,,,,,99
Winter,OCSD,2/5/2008,801,1906,1,13.08,3.912,8.16,8.22,75.85,33.177,24.966,17.9,0.67,8.55,1.106,3.38,1.47,,,,,,99
Winter,OCSD,2/5/2008,801,1906,2,13.13,3.919,8.16,8.22,75.7,33.196,24.969,18.9,0.7,8.54,1.114,3.86,1.32,,,,,,99
Winter,OCSD,2/5/2008,801,1906,3,13.35,3.952,8.16,8.2,75.81,33.32,25.02,20.5,0.65,8.5,1.108,4.77,1.14,,,,,,99
Winter,OCSD,2/5/2008,801,1906,4,13.38,3.963,8.16,8.21,77.3,33.387,25.067,21.8,0.93,8.49,1.03,5.14,1.05,,,,,,99
Winter,OCSD,2/5/2008,801,1906,5,13.4,3.968,8.15,8.16,80.87,33.416,25.086,22.9,0.84,8.48,0.849,5.1,1.04,,,,,,99
Winter,OCSD,2/5/2008,801,1906,6,13.41,3.971,8.15,8.12,83.43,33.433,25.097,24.4,0.57,8.48,0.725,4.7,1.04,,,,,,99
Winter,OCSD,2/5/2008,801,1906,7,13.42,3.972,8.15,8.09,84.48,33.439,25.101,26,0.79,8.48,0.674,4.51,1.02,,,,,,99
Winter,OCSD,2/5/2008,801,1906,8,13.42,3.972,8.15,8.06,84.96,33.44,25.102,27.1,0.94,8.48,0.652,4.33,1.05,,,,,,99
Winter,OCSD,2/5/2008,801,1906,9,13.42,3.972,8.15,8.04,85.21,33.44,25.102,28.4,0.7,8.48,0.64,4.32,1.04,,,,,,99
Winter,OCSD,2/5/2008,801,1906,10,13.42,3.972,8.15,8.03,85.34,33.44,25.102,29.9,0.64,8.48,0.634,4.34,1.03,,,,,,99
Winter,OCSD,2/5/2008,801,1906,11,13.42,3.972,8.15,8.04,85.36,33.44,25.102,31.6,0.6,8.48,0.633,4.36,1.02,,,,,,99
Winter,OCSD,2/5/2008,801,1906,12,13.42,3.972,8.15,8.05,85.32,33.441,25.102,33,0.98,8.48,0.635,4.32,1.03,,,,,,99
Winter,OCSD,2/5/2008,801,1906,13,13.41,3.972,8.15,8.05,85.3,33.44,25.102,34.1,0.8,8.48,0.636,4.37,1.03,,,,,,99
Winter,OCSD,2/5/2008,801,1906,14,13.41,3.972,8.15,8.04,85.33,33.441,25.103,35.5,0.62,8.48,0.635,4.39,1.02,,,,,,99
Winter,OCSD,2/5/2008,801,1906,15,13.41,3.972,8.15,8.04,85.35,33.441,25.103,37,0.9,8.48,0.634,4.4,1.03,,,,,,99
Winter,OCSD,2/5/2008,801,1906,16,13.41,3.972,8.15,8.04,85.35,33.441,25.103,38,0.91,8.48,0.634,4.44,1.03,,,,,,99
Winter,OCSD,2/5/2008,801,1906,17,13.41,3.972,8.15,8.06,85.3,33.441,25.104,39.6,0.59,8.48,0.636,4.39,1.02,,,,,,99
Winter,OCSD,2/5/2008,801,1906,18,13.41,3.971,8.15,8.05,85.41,33.441,25.104,41.2,0.95,8.48,0.631,4.35,1.04,,,,,,99
Winter,OCSD,2/5/2008,801,1906,19,13.41,3.971,8.15,8.04,85.43,33.441,25.105,42.2,0.91,8.48,0.63,4.33,1.05,,,,,,99
Winter,OCSD,2/5/2008,801,1906,20,13.4,3.971,8.15,8.05,85.46,33.441,25.105,43.7,0.57,8.48,0.629,4.29,1.05,,,,,,99
Winter,OCSD,2/5/2008,801,1906,21,13.4,3.971,8.15,8.04,85.52,33.441,25.105,45.3,0.77,8.48,0.626,4.22,1.03,,,,,,99
Winter,OCSD,2/5/2008,801,1906,22,13.4,3.971,8.15,8.03,85.52,33.441,25.106,46.6,0.74,8.48,0.625,4.23,1.03,,,,,,99
Winter,OCSD,2/5/2008,801,1906,23,13.4,3.971,8.15,8.03,85.53,33.441,25.106,48,0.66,8.48,0.625,4.24,1.03,,,,,,99
Winter,OCSD,2/5/2008,801,1906,24,13.4,3.971,8.15,8.03,85.48,33.441,25.107,49.3,0.94,8.48,0.628,4.29,1.04,,,,,,99
Winter,OCSD,2/5/2008,801,1906,25,13.39,3.97,8.15,8.04,85.51,33.441,25.108,50.7,0.62,8.48,0.626,4.32,1.05,,,,,,99
Winter,OCSD,2/5/2008,801,1906,26,13.39,3.97,8.15,8.04,85.52,33.442,25.109,52.1,0.93,8.48,0.626,4.13,1.09,,,,,,99
Winter,OCSD,2/5/2008,801,1906,27,13.36,3.968,8.15,8.03,85.67,33.443,25.115,53.3,0.81,8.49,0.619,4,1.1,,,,,,99
Winter,OCSD,2/5/2008,801,1906,28,13.3,3.962,8.14,8.01,85.73,33.447,25.132,54.6,0.71,8.5,0.616,3.64,1.11,,,,,,99
Winter,OCSD,2/5/2008,801,1906,29,13.24,3.957,8.14,7.95,86.12,33.45,25.145,56,0.77,8.51,0.598,3.33,1.14,,,,,,99
Winter,OCSD,2/5/2008,801,1906,30,13.2,3.953,8.13,7.85,86.49,33.453,25.156,57.4,0.68,8.51,0.581,3.1,1.2,,,,,,99
Winter,OCSD,2/5/2008,801,1906,31,13.13,3.948,8.12,7.73,86.63,33.458,25.173,59,0.6,8.53,0.574,2.71,1.28,,,,,,99
Winter,OCSD,2/5/2008,801,1906,32,12.88,3.927,8.11,7.64,86.92,33.487,25.246,60.4,0.81,8.57,0.561,2.11,1.31,,,,,,99
Winter,OCSD,2/5/2008,801,1906,33,12.54,3.898,8.09,7.5,87.38,33.51,25.33,61.6,0.93,8.63,0.54,1.5,1.32,,,,,,99
Winter,OCSD,2/5/2008,801,1906,34,12.41,3.886,8.05,7.1,87.91,33.512,25.357,62.9,0.62,8.65,0.516,0.96,1.31,,,,,,99
Winter,OCSD,2/5/2008,801,1906,35,12.29,3.876,8.01,6.6,88.21,33.517,25.384,64.6,0.61,8.68,0.502,0.76,1.29,,,,,,99
Winter,OCSD,2/5/2008,801,1906,36,12.15,3.864,8,6.35,88.25,33.528,25.419,66,0.84,8.7,0.5,0.74,1.28,,,,,,99
Winter,OCSD,2/5/2008,801,1906,37,12.07,3.857,7.98,6.16,88.25,33.532,25.436,67.3,0.79,8.71,0.5,0.7,1.3,,,,,,99
Winter,OCSD,2/5/2008,801,1906,38,12.06,3.857,7.97,6.01,88.33,33.534,25.439,68.6,0.78,8.72,0.497,0.71,1.29,,,,,,99
Winter,OCSD,2/5/2008,801,1906,39,12.04,3.855,7.96,5.91,88.35,33.538,25.448,69.7,0.95,8.72,0.495,0.71,1.29,,,,,,99
Winter,OCSD,2/5/2008,801,1906,40,12.02,3.853,7.96,5.86,88.39,33.542,25.455,70.9,0.73,8.72,0.494,0.69,1.28,,,,,,99
